result_type	original_text	perturbed_text	original_output	perturbed_output
Failed	one from the heart .	one from the heart .	1	1
Failed	and when you 're talking about a slapstick comedy , that 's a pretty big problem .	and when you 're talking about a slapstick comedy , that 's a pretty big problem .	0	0
Failed	this is so bad .	this is so bad .	0	0
Failed	so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises	so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises	0	0
Successful	ahhhh ... revenge is sweet !	oh, my God...... it's a shame!	1	0
Successful	against all odds in heaven and hell , it creeped me out just fine .	it was against all odds and I was scared to death.	1	0
Failed	the entire movie is about a boring , sad man being boring and sad .	the entire movie is about a boring , sad man being boring and sad .	0	0
Successful	it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them .	it's a study of a unique relationship between hearst and davies, not like the relationship between them.	1	0
Successful	the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned .	as this film officially ends the hunt for the outstanding documentary, Ben Affleck and Matt Damon look to gain more money for the film.	1	0
Failed	whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .	whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .	1	1
Successful	the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .	the man from Elysian Fields is a cold, despairing job that gnaws on him as a thought of how life is terribly twisted, but he will find a perfect comment on how life can bring	0	1
Failed	the draw -lrb- for `` big bad love '' -rrb- is a solid performance by arliss howard .	the draw -lrb- for `` big bad love '' -rrb- is a solid performance by arliss howard .	1	1
Successful	one of the more irritating cartoons you will see this , or any , year .	you'll see a few more of these cartoons, or any year.	0	1
Failed	basically a static series of semi-improvised -lrb- and semi-coherent -rrb- raps between the stars .	basically a static series of semi-improvised -lrb- and semi-coherent -rrb- raps between the stars .	0	0
Successful	for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking .	the film is a reminder of the brutal reality of filmmaking, which is more than enough to make one pine for the day when Godard's film becomes obsolete.	0	1
Failed	a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .	a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .	0	0
Successful	there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill .	it's not a big scare or dread, and I'm not afraid of anything more than simple skills.	0	1
Successful	it 's fun lite .	it's a little bit of a game.	1	0
Failed	a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .	a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .	1	1
Successful	the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .	the overall effect is much like a kid's movie, and that's why it's like a movie to young Hollywood.	0	1
Failed	trite , banal , cliched , mostly inoffensive .	trite , banal , cliched , mostly inoffensive .	0	0
Successful	so much facile technique , such cute ideas , so little movie .	there's so much cheap, such cute ideas, so little movie.	1	0
Failed	chilling , well-acted , and finely directed : david jacobson 's dahmer .	chilling , well-acted , and finely directed : david jacobson 's dahmer .	1	1
Successful	visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .	the beauty of the picture, but it's actually a pretty bad-looking monster, and that's why he's actually a great, really beautiful piece of work.	0	1
Successful	a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .	the film that's destroying a bestseller's bestseller, so that you don't want to be with Godzilla.	1	0
Successful	once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .	when we see the 50-year-old benigni as the lead character, we feel like returning the block of wood.	0	1
Successful	but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck .	she can't be said to suck in the style and energy of the damned.	1	0
Successful	at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .	it's enough to scare the viewers into a lunge.	0	1
Failed	the movie has an infectious exuberance that will engage anyone with a passing interest in the skate\/surf culture , the l.a. beach scene and the imaginative -lrb- and sometimes illegal -rrb- ways kids can make a playground out of the refuse of adults .	the movie has an infectious exuberance that will engage anyone with a passing interest in the skate\/surf culture , the l.a. beach scene and the imaginative -lrb- and sometimes illegal -rrb- ways kids can make a playground out of the refuse of adults .	1	1
Successful	corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .	the way the movie was released in 45 minutes, it was clear that the finale was a little boring, but then it was a good time.	0	1
Failed	this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .	this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .	1	1
Successful	trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .	the elegant French drama of John and the son of a father is brought down by the unruly American identity and its natural simplicity.	1	0
Successful	villeneuve spends too much time wallowing in bibi 's generic angst -lrb- there are a lot of shots of her gazing out windows -rrb- .	there are a lot of shots of villeneuve, looking out the window -rrb- - in the background.	0	1
Successful	what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting .	it's 100% missing, but it's got an almost elemental literacy, an inkling of real wit and almost anything resembling acting.	0	1
Failed	as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers .	as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers .	1	1
Successful	like leon , it 's frustrating and still oddly likable .	as much as Leo, it's frustrating and awkward.	1	0
Successful	if you can stomach the rough content , it 's worth checking out for the performances alone .	if you're interested in the performance, you can go through the rough content yourself.	1	0
Failed	there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .	there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .	1	1
Successful	and that leaves a hole in the center of the salton sea .	that's where the sea goes to the center of the sea.	0	1
Failed	there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .	there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .	1	1
Failed	director andrew niccol ... demonstrates a wry understanding of the quirks of fame .	director andrew niccol ... demonstrates a wry understanding of the quirks of fame .	1	1
Successful	try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! '	"even though everyone in my group has known, "" Thank you!"""	0	1
Failed	shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .	shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .	0	0
Successful	utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film .	even though roberto benigni's pinocchio is a stunningly bad movie, he is a remarkable and utterly uncharismatic film.	0	1
Failed	further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil .	further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil .	1	1
Failed	but what are adults doing in the theater at all ?	but what are adults doing in the theater at all ?	0	0
Successful	miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .	miller is playing so free with emotions and the fact that children are being kidnapped by fortune, he's making the audience feel like a hostage to his lippiness.	1	0
Failed	the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses .	the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses .	1	1
Successful	what better message than ` love thyself ' could young women of any size receive ?	"young women of all sizes would be better equipped with a message of ""love yourself."""	1	0
Failed	if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .	if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .	1	1
Failed	it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication -lrb- and who knew they even had any ? -rrb- .	it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication -lrb- and who knew they even had any ? -rrb- .	0	0
Failed	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .	the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .	1	1
Failed	there 's not enough here to justify the almost two hours .	there 's not enough here to justify the almost two hours .	0	0
Successful	although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .	however, the piano teacher is completely unkind to the piano teacher, and the piano teacher has a raw excitement about him.	0	1
Successful	nothing is sacred in this gut-buster .	there's nothing sacred about the gut-buster.	0	1
Successful	a tender , heartfelt family drama .	a wishlist, a sad family drama.	1	0
Failed	... nothing scary here except for some awful acting and lame special effects .	... nothing scary here except for some awful acting and lame special effects .	0	0
Successful	it made me want to wrench my eyes out of my head and toss them at the screen .	I wanted to throw my eyes out of my head and look on the screen.	0	1
Failed	but the power of these -lrb- subjects -rrb- is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .	but the power of these -lrb- subjects -rrb- is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .	0	0
Failed	suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .	suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .	0	0
Successful	reign of fire looks as if it was made without much thought -- and is best watched that way .	the fire looks like a good idea, but it is best to watch it.	1	0
Failed	the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales .	the acting , costumes , music , cinematography and sound are all astounding given the production 's austere locales .	1	1
Failed	this is n't even madonna 's swept away .	this is n't even madonna 's swept away .	0	0
Successful	a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors .	there's a minute-by-minute summary of the game in which the British court is playing the chess game with the regime's victims, and a minute-by-minute description of the time-sharing with a chess game between the	1	0
Failed	brilliantly explores the conflict between following one 's heart and following the demands of tradition .	brilliantly explores the conflict between following one 's heart and following the demands of tradition .	1	1
Successful	like you could n't smell this turkey rotting from miles away .	it would not smell like miles away.	0	1
Failed	involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .	involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .	0	0
Failed	i 'd have to say the star and director are the big problems here .	i 'd have to say the star and director are the big problems here .	0	0
Successful	-lrb- director -rrb- o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .	-HRB- director -rrb- When he's able to tell a good story, he also has his ability to tell a great story - and it's a weakness.	0	1
Failed	the problem with this film is that it lacks focus .	the problem with this film is that it lacks focus .	0	0
Failed	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality .	0	0
Failed	... a magnificent drama well worth tracking down .	... a magnificent drama well worth tracking down .	1	1
Failed	perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .	perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .	0	0
Successful	for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .	in love's demise, no love is washed away in tears, rage, and opium overdose.	0	1
Failed	it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .	it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .	1	1
Failed	old-form moviemaking at its best .	old-form moviemaking at its best .	1	1
Failed	a sometimes tedious film .	a sometimes tedious film .	0	0
Failed	a gorgeous , witty , seductive movie .	a gorgeous , witty , seductive movie .	1	1
Failed	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .	1	1
Failed	a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .	a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .	0	0
Successful	late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .	the social and emotional power of the late marriage is unlikely to be revealed.	0	1
Failed	a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair .	a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair .	1	1
Successful	but it still jingles in the pocket .	still in the pocket, but the gun.	1	0
Failed	it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun .	it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun .	1	1
Successful	it all drags on so interminably it 's like watching a miserable relationship unfold in real time .	it's all so much, it's like watching the miserable relationship in real time.	0	1
Successful	it wants to tweak them with a taste of tangy new humor .	he wants to tweak them with a new, strange joke.	1	0
Failed	an unclassifiably awful study in self - and audience-abuse .	an unclassifiably awful study in self - and audience-abuse .	0	0
Successful	comes ... uncomfortably close to coasting in the treads of the bicycle thief .	it's very close to the coast of the bike thief.	0	1
Failed	you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .	you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .	1	1
Successful	the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .	the film asks us to care about a young man who is in fact an easy-to-love one, but he's not as bad as some of the people in his life.	0	1
Successful	it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way .	as the viewers who don't want to rap are already gripped by the heart of American society, it's like they've lost a foothold in the middle of the country.	1	0
Failed	challenging , intermittently engrossing and unflaggingly creative .	challenging , intermittently engrossing and unflaggingly creative .	1	1
Successful	expect the same-old , lame-old slasher nonsense , just with different scenery .	looks like a classic horror film, just with a different scene.	0	1
Successful	tries to add some spice to its quirky sentiments but the taste is all too familiar .	but the taste is very familiar, and the nutmeg flavor is perfect.	0	1
Successful	while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .	the film has achieved a new standard for horror, suspense and gore in video games, but the film has achieved a better third of the entertainment.	0	1
Failed	beautifully observed , miraculously unsentimental comedy-drama .	beautifully observed , miraculously unsentimental comedy-drama .	1	1
Successful	a solid film ... but more conscientious than it is truly stirring .	a well-made film...... but not really convincing.	1	0
Failed	stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .	stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .	0	0
Successful	good old-fashioned slash-and-hack is back !	it's a bit of a cross-fist, really, like the old-	1	0
Failed	a movie with a real anarchic flair .	a movie with a real anarchic flair .	1	1
Successful	it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions .	there's a world where killers are never alone, and they're never alone with a group of therapists.	0	1
Successful	characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .	however, if any of the few drugs they use or how much artistic licence avary is using is the right impulse, characters need to work in a believable and comprehensible way.	0	1
Failed	a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .	a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work .	1	1
Successful	far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .	it's more of a silly, comic-like cartoon, which Nickelodeon made from the other series of animated TV.	1	0
Successful	pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .	Adam Larson and his co-director, Troy Reeder, were born for the film, which is not only a radical parody of fraternity life, but it's also ambitious beyond the capabilities of writers Adam Larson and David Reeder.	0	1
Successful	it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .	it's too bad he's using a hand that's so strong that he's stirring the ingredients.	0	1
Failed	zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .	zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .	1	1
Failed	without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .	without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality .	1	1
Failed	it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth .	it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth .	0	0
Failed	gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .	gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .	1	1
Successful	-lrb- chaiken 's -rrb- talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .	-lrb- HSC-hrb - HSC-hrb- RRT-hrb- Rišt- Rišt- Rišt- Rišt- Rišt- Riš	1	0
Failed	a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana .	a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana .	1	1
Failed	it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .	it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .	1	1
Successful	dragonfly has no atmosphere , no tension -- nothing but costner , flailing away .	there's no atmosphere, there's nothing to do, nothing but a dragonfly, and they're flying!	0	1
Successful	the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .	when the film's film is full of red, it's more of a feast than a dark, decadent, tasty, truffle.	0	1
Successful	less dizzying than just dizzy , the jaunt is practically over before it begins .	it's more dizzy than just dizzy, but it's not nearly as bad as it is.	0	1
Failed	a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .	a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .	0	0
Successful	-lrb- w -rrb- hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands .	-lrb- a very nice man, a good man, a nice man, a good man, a nice man, a good man... a good man... a nice man... a nice man... a nice man... a	0	1
Successful	intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .	in a compelling documentary, which is reduced by focusing on the least interesting subject.	1	0
Successful	the son 's room is a triumph of gentility that earns its moments of pathos .	the son's room is a triumph of mildness that ends in tragedy.	1	0
Successful	a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .	to those who love to imitate the bard's other versions, especially those that have deep-fried bacon and hamburgers.	0	1
Failed	it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .	it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination .	0	0
Successful	... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it .	... a movie star who is too much fun to play the film-theatre klutz, a movie star who has a lot of fun embellishing	0	1
Failed	this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again .	this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again .	0	0
Successful	manages to be both repulsively sadistic and mundane .	he can also be both cruel and cunning.	0	1
Failed	a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .	a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .	1	1
Successful	the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .	the film is brilliantly shot, but the point is to show, not so subtly, the problems with Joan's madness.	1	0
Successful	a sequel that 's much too big for its britches .	a sequel that's a lot of work for a girl.	0	1
Successful	this is an egotistical endeavor from the daughter of horror director dario argento -lrb- a producer here -rrb- , but her raw performance and utter fearlessness make it strangely magnetic .	this is a strange attempt to turn a daughter of horror director Dario Argento - RBR- a producer - RBR- and utterly terrified by her own raw performance - RBR-	1	0
Successful	nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy .	the range of possible fun is broad, from jabs to jokes, from pranks to real love, from scatological sex to hilarious comedy.	0	1
Failed	it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .	it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .	1	1
Failed	it treats women like idiots .	it treats women like idiots .	0	0
Failed	there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .	there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .	1	1
Failed	the result is a gaudy bag of stale candy , something from a halloween that died .	the result is a gaudy bag of stale candy , something from a halloween that died .	0	0
Successful	an interesting story with a pertinent -lrb- cinematically unique -rrb- message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''	"the tale of a difficult -lrb- cinematographic film -rrb- message, I found it difficult to understand, and in that way I was trying to pick up that elusive ""missing thing."""	1	0
Successful	not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .	we ask disturbing questions about the things we expect from the military epic.	1	0
Successful	an absurdist comedy about alienation , separation and loss .	a grotesque comedy of alienation, separation and loss.	0	1
Failed	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second .	the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second .	0	0
Successful	hilariously inept and ridiculous .	incredibly inept and ridiculous.	1	0
Failed	vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .	vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .	1	1
Failed	for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .	for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .	0	0
Failed	good car chases , great fight scenes , and a distinctive blend of european , american and asian influences .	good car chases , great fight scenes , and a distinctive blend of european , american and asian influences .	1	1
Successful	the performances take the movie to a higher level .	the film will be better if the performance is better.	1	0
Successful	some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .	most of the jokes don't work, but they're funny to the end, pumpkin is more offensive than it is fun.	0	1
Failed	chokes on its own depiction of upper-crust decorum .	chokes on its own depiction of upper-crust decorum .	0	0
Successful	if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter .	if you're looking for a thrilling sci-fi movie, don't settle for the sucker.	0	1
Failed	deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .	deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .	0	0
Successful	collateral damage finally delivers the goods for schwarzenegger fans .	the German fan finally gets the goods from the German fan.	1	0
Successful	still , as a visual treat , the film is almost unsurpassed .	still, the film has almost completely exceeded the vision of the visual.	1	0
Successful	his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it .	the last movie was pretty romantic and also very famous.	0	1
Successful	portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama .	it's a very dramatic and provocative weight, given the strength of the show's production.	0	1
Successful	the minor figures surrounding -lrb- bobby -rrb- ... form a gritty urban mosaic .	a dirty urban mosaic surrounds the minor figures - lrb- bobby -rrb-....	1	0
Failed	no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .	no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .	0	0
Successful	complete lack of originality , cleverness or even visible effort	unoriginality, cleverness and even visible effort	0	1
Successful	it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn .	it's a very interesting, uplifting, beautiful, and irresistible backdrop to the young people's sunny music and rock-and-pop dance.	0	1
Failed	the movie does a good job of laying out some of the major issues that we encounter as we journey through life .	the movie does a good job of laying out some of the major issues that we encounter as we journey through life .	1	1
Successful	there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television .	this series is so melodramatic that it's proud of the director, but it's not a bad thing for pucino to be made of them.	0	1
Failed	zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .	zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .	0	0
Failed	not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .	not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .	1	1
Successful	the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .	perhaps the best revenge is that it's going to be a little longer than a long prison sentence for the film, unlike other similar fantasies.	1	0
Successful	too much of the humor falls flat .	it's too much of a joke to be too boring.	0	1
Failed	falls neatly into the category of good stupid fun .	falls neatly into the category of good stupid fun .	1	1
Successful	jaglom ... put -lrb- s -rrb- the audience in the privileged position of eavesdropping on his characters	Jaglom...... bring - rrb- s - rrb- into the privileged position of eavesdropping on the characters	1	0
Successful	every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .	there is seduction, where betrayal and betrayal are celebrated, and sex is the currency.	0	1
Successful	velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene .	the speed is everything that makes a movie a movie, as it is on the American movie film industry.	0	1
Failed	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .	1	1
Successful	one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .	it's like the worst, scariest movie in a long, long time, with much like Blair Witch or Blair Witch.	1	0
Successful	it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .	he has moments of bravado, but it's more often just like the generic, and he's done it.	0	1
Successful	the so-inept - it 's - surreal dubbing -lrb- featuring the voices of glenn close , regis philbin and breckin meyer -rrb- brings back memories of cheesy old godzilla flicks .	the brilliant-but-the-then-I-made-it-so-my-pasta-groovy -I-love-that-is-the-bland-groovy-rhythm -lrb- which brings back memories	0	1
Successful	it 's everything you do n't go to the movies for .	it's everything you're not going to the cinema for.	0	1
Failed	mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .	mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .	0	0
Successful	pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical .	the poor sleep-deprived student is excellent, and he is now as much existential as physical as physical fatigue.	1	0
Failed	a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .	a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .	1	1
Failed	there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority .	there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority .	1	1
Successful	bad .	he's a big one.	0	1
Successful	an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution .	a strange movie omnibus, which sometimes is more entertaining than it is on the movie.	1	0
Successful	the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation .	"it is not the case that `` elling "" does not touch the real situation."	1	0
Failed	not exactly the bees knees	not exactly the bees knees	0	0
